YEAR BUILT,TOTAL WATER USE (kgal),PROPERTY TYPE,POSTAL CODE,OUTDOOR WATER USE (kgal),NUMBER OF BUILDINGS,INDOOR WATER USE (kgal),GROSS BUILDING FLOOR AREA (ft²)
1964.0,2759.6,Multifamily Housing,91343,Not Available,1.0,Not Available,32787.0
1979.0,1340.5,Multifamily Housing,90007,Not Available,1.0,1340.5,61157.0
1982.0,368.6,Office,91423,Not Available,1.0,Not Available,28500.0
1959.0,1628.5,Multifamily Housing,90049,Not Available,1.0,Not Available,32678.0
2000.0,383.3,Office,91311,Not Available,1.0,Not Available,32447.0
1969.0,2485.8,Multifamily Housing,90057,Not Available,1.0,Not Available,42345.0
2020.0,1742.7,Multifamily Housing,90028,Not Available,1.0,Not Available,163013.0
1970.0,2693,Office,90010,Not Available,1.0,Not Available,83420.0
1952.0,249.1,Self-Storage Facility,90016,Not Available,1.0,Not Available,72216.0
1962.0,2292,Multifamily Housing,90020,Not Available,1.0,Not Available,38256.0
1965.0,3043.8,Manufacturing/Industrial Plant,91605,Not Available,1.0,Not Available,162374.0
2013.0,721.1,Multifamily Housing,90024,Not Available,1.0,Not Available,25163.0
1945.0,394,Office,90014,Not Available,1.0,Not Available,21944.0
1964.0,50.5,Distribution Center,90744,50.5,1.0,Not Available,34440.0
1975.0,160.8,Manufacturing/Industrial Plant,91304,Not Available,1.0,Not Available,20160.0
1988.0,2154.4,Multifamily Housing,90048,Not Available,1.0,Not Available,47512.0
1991.0,5756.3,Multifamily Housing,90034,Not Available,8.0,Not Available,158455.0
2001.0,890.5,Office,90012,Not Available,1.0,429.1,81640.0
1987.0,2402,Retail Store,91364,Not Available,1.0,2402,125094.0
2009.0,551,Self-Storage Facility,91402,Not Available,1.0,551,80217.0
1932.0,141.4,Manufacturing/Industrial Plant,90065,Not Available,1.0,Not Available,47192.0
1999.0,30,Self-Storage Facility,91042,Not Available,1.0,30,67230.0
2008.0,935.8,Multifamily Housing,90064,Not Available,1.0,Not Available,36463.0
1989.0,608.8,Strip Mall,90037,Not Available,1.0,Not Available,33908.0
1972.0,970.2,Multifamily Housing,90034,Not Available,1.0,Not Available,24000.0
1964.0,1805.8,Multifamily Housing,91306,Not Available,1.0,Not Available,30754.0
2017.0,120.7,Multifamily Housing,91602,120.7,1.0,Not Available,78296.0
2000.0,120,Self-Storage Facility,90065,Not Available,1.0,120,44814.0
1954.0,4110.8,Transportation Terminal/Station,90021,Not Available,1.0,4110.8,130038.0
1970.0,834.1,Manufacturing/Industrial Plant,91311,Not Available,1.0,834.1,60000.0
1973.0,286.7,Laboratory,90012,Not Available,1.0,Not Available,13500.0
1972.0,1508.8,Multifamily Housing,90049,Not Available,1.0,Not Available,27513.0
,,,90272,,,,
1987.0,790.7,Multifamily Housing,90034,Not Available,1.0,Not Available,35700.0
1962.0,1369.7,Multifamily Housing,91356,Not Available,1.0,Not Available,26840.0
1964.0,2088.6,Multifamily Housing,91304,Not Available,1.0,Not Available,36873.0
1908.0,1752.7,Mixed Use Property,90014,Not Available,1.0,Not Available,120000.0
1978.0,769,Multifamily Housing,91602,Not Available,1.0,Not Available,17644.0
1960.0,4935.6,Enclosed Mall,90058,Not Available,1.0,Not Available,22500.0
1977.0,3534.1,Manufacturing/Industrial Plant,91342,Not Available,1.0,Not Available,142339.0
1964.0,2167.1,Multifamily Housing,91311,Not Available,1.0,Not Available,55674.0
1986.0,3205.4,Multifamily Housing,90034,Not Available,1.0,Not Available,74418.0
1994.0,2024.3,Supermarket/Grocery Store,91436,Not Available,1.0,Not Available,43482.0
2001.0,Not Available,Refrigerated Warehouse,90021,Not Available,2.0,Not Available,21000.0
1963.0,8385.7,Multifamily Housing,91402,Not Available,1.0,Not Available,51370.0
1985.0,335.9,Non-Refrigerated Warehouse,90039,Not Available,1.0,Not Available,55271.0
1970.0,1373.4,Multifamily Housing,90048,Not Available,1.0,Not Available,40884.0
1989.0,4975.3,Multifamily Housing,90006,Not Available,1.0,Not Available,39876.0
1927.0,1128.1,Multifamily Housing,90020,Not Available,1.0,Not Available,26896.0
1960.0,2385.5,Multifamily Housing,91335,Not Available,1.0,Not Available,41944.0
1963.0,2538.9,Multifamily Housing,91343,Not Available,1.0,Not Available,33928.0
2009.0,452.6,K-12 School,90034,Not Available,1.0,Not Available,59553.0
1979.0,1918.8,Fitness Center/Health Club/Gym,90291,Not Available,1.0,Not Available,35969.0
1988.0,1614.3,Multifamily Housing,90024,Not Available,1.0,Not Available,31410.0
2011.0,2804.4,Multifamily Housing,90049,Not Available,11.0,Not Available,72651.0
1962.0,37824.9,Stadium (Open),90012,Not Available,2.0,Not Available,1008692.0
1981.0,1275.4,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,109344.0
1975.0,44.2,Distribution Center,90037,Not Available,1.0,Not Available,61961.0
1978.0,1748.2,Office,91316,Not Available,1.0,Not Available,73368.0
1914.0,650.5,Multifamily Housing,90015,Not Available,1.0,650.5,22812.0
2000.0,9426.7,Office,90012,Not Available,1.0,Not Available,855800.0
1924.0,907.4,Multifamily Housing,90013,Not Available,1.0,Not Available,27792.0
1990.0,339.3,Office,91335,Not Available,1.0,157.8,16500.0
1965.0,2330.9,Retail Store,91306,Not Available,1.0,Not Available,42135.0
1976.0,7633.9,Multifamily Housing,91335,Not Available,1.0,Not Available,115261.0
1982.0,7811.7,Other,91406,Not Available,1.0,Not Available,259330.0
1975.0,49.4,Non-Refrigerated Warehouse,91331,Not Available,1.0,Not Available,59000.0
1971.0,24285.9,Enclosed Mall,91324,Not Available,1.0,24285.9,511340.0
1955.0,142.9,Non-Refrigerated Warehouse,91605,Not Available,1.0,Not Available,26700.0
1990.0,1601.6,Multifamily Housing,91601,Not Available,1.0,Not Available,31402.0
1975.0,723.7,Non-Refrigerated Warehouse,91311,Not Available,1.0,Not Available,40310.0
1964.0,1161,Multifamily Housing,91406,Not Available,1.0,Not Available,22766.0
1980.0,3221.1,Manufacturing/Industrial Plant,90023,Not Available,1.0,Not Available,122596.0
1985.0,877.5,Multifamily Housing,91325,Not Available,1.0,Not Available,22000.0
1966.0,974,Multifamily Housing,90046,Not Available,1.0,Not Available,27723.0
1979.0,1904.7,Manufacturing/Industrial Plant,90502,Not Available,1.0,Not Available,33500.0
1953.0,1182.8,Manufacturing/Industrial Plant,90032,Not Available,1.0,Not Available,65882.0
1991.0,398.1,Other - Mall,90021,Not Available,1.0,Not Available,43300.0
1977.0,422.9,Strip Mall,91316,Not Available,2.0,Not Available,18580.0
1976.0,1351.7,Parking,90089,Not Available,1.0,1351.7,548534.0
1976.0,309.7,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,30445.0
1961.0,3995.3,Multifamily Housing,91402,Not Available,1.0,Not Available,39079.0
1975.0,861.8,Office,91311,Not Available,1.0,Not Available,72615.0
1964.0,962,Multifamily Housing,91306,Not Available,1.0,Not Available,20121.0
1971.0,Not Available,Multifamily Housing,90035,Not Available,1.0,Not Available,21360.0
1961.0,1947.9,Multifamily Housing,91606,Not Available,1.0,Not Available,37112.0
1958.0,2991.5,Multifamily Housing,91402,Not Available,1.0,Not Available,39642.0
1927.0,228.9,Manufacturing/Industrial Plant,90015,Not Available,1.0,Not Available,108000.0
1979.0,1754.9,Multifamily Housing,91405,Not Available,1.0,Not Available,13950.0
1976.0,190.7,Self-Storage Facility,91331,Not Available,1.0,Not Available,108000.0
1970.0,5681.5,Multifamily Housing,91304,Not Available,1.0,Not Available,88600.0
1994.0,Not Available,Multifamily Housing,90044,Not Available,1.0,Not Available,66886.0
1984.0,Not Available,Multifamily Housing,91306,Not Available,1.0,Not Available,45132.0
2015.0,Not Available,Automobile Dealership,90045,Not Available,1.0,Not Available,19860.0
1948.0,9,Self-Storage Facility,91606,Not Available,1.0,Not Available,96225.0
1928.0,4570.6,Multifamily Housing,90005,Not Available,1.0,Not Available,34291.0
1992.0,869.6,Fire Station,90028,Not Available,1.0,419,21595.0
2004.0,164.8,Library,91311,Not Available,1.0,Not Available,12500.0
1985.0,894.7,Office,91311,Not Available,1.0,Not Available,40000.0
1985.0,472.8,Non-Refrigerated Warehouse,91311,Not Available,1.0,Not Available,98786.0
1951.0,1707.2,Laboratory,90089,Not Available,3.0,1707.2,128738.0
1982.0,278.5,Office,90012,Not Available,1.0,278.5,65981.0
1980.0,10501.2,Hotel,90049,Not Available,2.0,Not Available,108355.0
1981.0,490,Office,91364,Not Available,1.0,Not Available,38137.0
1974.0,Not Available,Mixed Use Property,91316,Not Available,4.0,Not Available,53625.0
1998.0,11.2,Library,90057,Not Available,1.0,Not Available,9273.0
1990.0,1074.4,Police Station,91335,Not Available,1.0,Not Available,55206.0
,,,90008,,,,
1951.0,877.4,Fire Station,90015,Not Available,1.0,422.8,16244.0
1977.0,379.3,Non-Refrigerated Warehouse,91311,Not Available,1.0,Not Available,29430.0
1984.0,2420.7,Multifamily Housing,90731,Not Available,1.0,Not Available,75566.0
2013.0,20.5,Multifamily Housing,91324,Not Available,1.0,Not Available,375573.0
1987.0,94.3,Mixed Use Property,90004,Not Available,1.0,Not Available,23403.0
1979.0,Not Available,Parking,90015,Not Available,1.0,Not Available,302319.0
1983.0,1254.5,Office,91406,Not Available,1.0,Not Available,130625.0
1978.0,1038.3,Multifamily Housing,91316,Not Available,1.0,Not Available,29536.0
1975.0,Not Available,Parking,90045,Not Available,1.0,Not Available,655476.0
1952.0,509.3,Office,90028,Not Available,1.0,Not Available,65000.0
1924.0,444.1,Manufacturing/Industrial Plant,90015,Not Available,1.0,444.1,49500.0
1970.0,7436.4,Strip Mall,90035,Not Available,1.0,Not Available,139236.0
1989.0,379.3,Non-Refrigerated Warehouse,91331,Not Available,1.0,Not Available,36672.0
1981.0,1054,Distribution Center,91311,Not Available,1.0,Not Available,132600.0
1996.0,2282.3,Multifamily Housing,90018,Not Available,1.0,Not Available,49107.0
1963.0,2011.5,Multifamily Housing,91306,Not Available,1.0,Not Available,28291.0
1988.0,3209.1,Multifamily Housing,90046,Not Available,1.0,Not Available,74133.0
1978.0,583.5,Non-Refrigerated Warehouse,90001,Not Available,1.0,Not Available,29125.0
1964.0,3226.3,Multifamily Housing,91343,Not Available,1.0,Not Available,58036.0
1915.0,2535.1,Multifamily Housing,90007,Not Available,1.0,Not Available,23383.0
1965.0,3197.9,Multifamily Housing,90034,Not Available,1.0,Not Available,60115.0
1961.0,2034.7,Retail Store,91311,Not Available,1.0,Not Available,67842.0
1990.0,Not Available,Multifamily Housing,90006,Not Available,1.0,Not Available,15000.0
1958.0,265.9,Retail Store,90015,Not Available,1.0,Not Available,25000.0
1974.0,1508.8,Multifamily Housing,90046,Not Available,1.0,Not Available,42300.0
1972.0,736.8,Multifamily Housing,91423,Not Available,1.0,Not Available,27530.0
2004.0,2039.9,Senior Care Community,91604,Not Available,1.0,2039.9,59962.0
1986.0,4766,Medical Office,90027,Not Available,1.0,4766,113922.0
1973.0,925.3,Office,91406,Not Available,1.0,Not Available,57811.0
1997.0,1660.3,Distribution Center,90045,Not Available,1.0,Not Available,153675.0
1990.0,63.6,Other - Services,91405,Not Available,1.0,Not Available,13400.0
1980.0,372.2,Non-Refrigerated Warehouse,90502,Not Available,21.0,Not Available,30577.0
1921.0,1355.3,Other - Lodging/Residential,90013,Not Available,1.0,1355.3,22462.0
2015.0,1000.8,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",91331,Not Available,1.0,1000.8,57960.0
1970.0,658.3,Multifamily Housing,90034,Not Available,1.0,Not Available,20209.0
1978.0,Not Available,Other,90031,Not Available,1.0,Not Available,20000.0
1964.0,1950.2,Multifamily Housing,90028,Not Available,1.0,Not Available,34190.0
1991.0,1015.9,Multifamily Housing,90272,Not Available,1.0,Not Available,31038.0
1985.0,1059.2,Non-Refrigerated Warehouse,91342,Not Available,0.0,Not Available,91902.0
1964.0,1508.8,Multifamily Housing,91311,Not Available,1.0,Not Available,25972.0
1934.0,724.8,Non-Refrigerated Warehouse,90065,Not Available,1.0,724.8,39144.0
1969.0,4744.3,Multifamily Housing,91335,Not Available,1.0,Not Available,74930.0
1978.0,Not Available,Multifamily Housing,91402,Not Available,0.0,Not Available,48189.0
2002.0,Not Available,Lifestyle Center,90036,Not Available,7.0,Not Available,575000.0
1989.0,11557.7,Multifamily Housing,90035,Not Available,7.0,Not Available,351000.0
1978.0,1520,Multifamily Housing,91345,Not Available,1.0,Not Available,20393.0
1983.0,1850.7,Multifamily Housing,91306,Not Available,1.0,Not Available,33028.0
1974.0,2446.9,Multifamily Housing,90046,Not Available,1.0,Not Available,56000.0
,,,90014,,,,
1982.0,11630.2,Office,90071,3362.8,1.0,Not Available,733058.0
2005.0,214.9,Manufacturing/Industrial Plant,91505,Not Available,0.0,214.9,35276.0
1928.0,1793.7,Mixed Use Property,90036,Not Available,1.0,Not Available,28060.0
1973.0,1018.1,Multifamily Housing,90008,Not Available,1.0,Not Available,24676.0
1958.0,2454.4,Strip Mall,91402,Not Available,1.0,Not Available,85896.0
1988.0,1065.2,Non-Refrigerated Warehouse,91352,Not Available,1.0,Not Available,55005.0
1976.0,32.2,Distribution Center,91406,Not Available,1.0,Not Available,14200.0
1960.0,1755.7,Multifamily Housing,90008,Not Available,1.0,Not Available,24217.0
1969.0,11.2,Non-Refrigerated Warehouse,91340,Not Available,1.0,Not Available,76993.0
1964.0,2116.2,Office,91403,Not Available,1.0,Not Available,80362.0
1987.0,187.3,Retail Store,90744,Not Available,1.0,Not Available,22000.0
1958.0,51.6,Hotel,90004,Not Available,1.0,Not Available,29025.0
1980.0,901.4,Strip Mall,91324,Not Available,1.0,901.4,25760.0
1964.0,1633.7,Multifamily Housing,90004,Not Available,1.0,Not Available,20682.0
1976.0,366.5,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",91405,Not Available,1.0,Not Available,27150.0
1989.0,4017,Multifamily Housing,91403,Not Available,1.0,Not Available,91245.0
1981.0,951.5,Office,90049,Not Available,1.0,951.5,74626.0
1972.0,3287.7,Multifamily Housing,90020,Not Available,1.0,Not Available,58491.0
1999.0,691.8,Distribution Center,91342,Not Available,1.0,691.8,125000.0
1987.0,893.2,Multifamily Housing,90046,Not Available,0.0,Not Available,20040.0
1974.0,712.9,Manufacturing/Industrial Plant,90065,Not Available,1.0,Not Available,100500.0
1930.0,1746,Multifamily Housing,90004,Not Available,1.0,Not Available,65133.0
2004.0,1671.9,Multifamily Housing,90003,Not Available,1.0,Not Available,26365.0
1977.0,634.3,Worship Facility,91367,Not Available,1.0,Not Available,40800.0
1995.0,1015.4,Library,90291,Not Available,1.0,Not Available,10500.0
1896.0,1287,Other,90012,Not Available,1.0,Not Available,108297.0
1969.0,1809.5,Multifamily Housing,90064,Not Available,1.0,Not Available,44712.0
2017.0,1203.5,Supermarket/Grocery Store,90732,Not Available,1.0,1203.5,56982.0
1999.0,344.1,Wholesale Club/Supercenter,91403,Not Available,1.0,Not Available,24890.0
2008.0,8221.1,Multifamily Housing,90006,Not Available,1.0,Not Available,238195.0
1979.0,637.3,Multifamily Housing,90025,Not Available,1.0,Not Available,26979.0
1974.0,1732.1,Office,90045,Not Available,1.0,1732.1,39238.0
1987.0,1537.2,Multifamily Housing,90028,Not Available,1.0,Not Available,33798.0
1985.0,1887.1,Multifamily Housing,91406,Not Available,1.0,1887.1,22447.0
1968.0,803,Multifamily Housing,90027,Not Available,1.0,803,20820.0
1969.0,7166.3,Office,90024,Not Available,1.0,Not Available,635063.0
1962.0,1162.6,Supermarket/Grocery Store,90025,Not Available,1.0,Not Available,61840.0
1963.0,1205.9,Multifamily Housing,90049,Not Available,1.0,Not Available,42000.0
1991.0,1166.4,Manufacturing/Industrial Plant,90011,Not Available,1.0,0,24000.0
1976.0,9578.6,Residence Hall/Dormitory,90007,Not Available,1.0,9578.6,184684.0
1931.0,1002.6,Mixed Use Property,90027,Not Available,1.0,1002.6,34000.0
1930.0,1190.9,Office,90014,Not Available,1.0,Not Available,100800.0
1929.0,2045.9,Multifamily Housing,90029,Not Available,1.0,Not Available,36000.0
1988.0,1750.4,Office,91316,Not Available,4.0,Not Available,200000.0
2004.0,111.5,Library,90003,Not Available,1.0,Not Available,10500.0
2001.0,5225.9,Multifamily Housing,91343,Not Available,1.0,Not Available,51909.0
1969.0,1137.8,Manufacturing/Industrial Plant,91406,Not Available,1.0,Not Available,31347.0
1940.0,15871.9,Manufacturing/Industrial Plant,90501,Not Available,1.0,Not Available,124337.0
1951.0,3267.5,Multifamily Housing,90036,Not Available,1.0,Not Available,66824.0
1963.0,1949.4,Multifamily Housing,91343,Not Available,1.0,Not Available,20255.0
1965.0,241.6,Manufacturing/Industrial Plant,91505,Not Available,1.0,Not Available,31037.0
1957.0,3047.9,Bowling Alley,91306,Not Available,2.0,Not Available,57294.0
1965.0,1099.9,Other,91324,Not Available,1.0,1099.9,20000.0
1969.0,616.4,Multifamily Housing,90035,Not Available,1.0,Not Available,28506.0
1965.0,5875.8,Office,90024,Not Available,1.0,5875.8,360475.0
1960.0,1294.1,Multifamily Housing,91402,Not Available,1.0,Not Available,20591.0
1926.0,1213.8,Multifamily Housing,90004,Not Available,1.0,Not Available,22864.0
1958.0,6004.4,Fire Station,90045,Not Available,1.0,Not Available,38702.0
1976.0,1408.6,Multifamily Housing,91607,Not Available,1.0,Not Available,26656.0
1972.0,18218.1,Parking,90027,Not Available,1.0,Not Available,264917.0
2011.0,239435.5,Energy/Power Station,90045,Not Available,1.0,Not Available,92090.0
1903.0,4264.1,Refrigerated Warehouse,90013,Not Available,1.0,4264.1,165000.0
1926.0,2063.4,Multifamily Housing,90005,Not Available,1.0,Not Available,28500.0
1940.0,1486.3,Multifamily Housing,90018,Not Available,3.0,Not Available,19144.0
1981.0,292.9,Non-Refrigerated Warehouse,91311,Not Available,1.0,Not Available,26655.0
1924.0,727.1,Retail Store,90018,Not Available,1.0,Not Available,22400.0
1999.0,Not Available,Parking,91367,Not Available,1.0,Not Available,420650.0
1975.0,7.8,Retail Store,91605,Not Available,1.0,7.8,27750.0
1963.0,1899.3,Multifamily Housing,90020,Not Available,1.0,Not Available,22005.0
1970.0,8507.8,Multifamily Housing,91325,Not Available,1.0,Not Available,172928.0
1964.0,11596.3,Multifamily Housing,90013,Not Available,2.0,Not Available,157626.0
1953.0,5143.9,Refrigerated Warehouse,90744,Not Available,1.0,Not Available,226331.0
1990.0,120.9,Other - Public Services,90058,Not Available,1.0,Not Available,31436.0
2001.0,Not Available,Other - Recreation,90744,Not Available,1.0,Not Available,11750.0
1982.0,2766.3,Multifamily Housing,90019,Not Available,1.0,Not Available,107612.0
1988.0,904,Multifamily Housing,90024,Not Available,1.0,Not Available,25186.0
1969.0,1391.4,Office,90066,Not Available,1.0,Not Available,88785.0
1959.0,998.1,Worship Facility,90046,Not Available,1.0,Not Available,20620.0
1987.0,2429.7,Multifamily Housing,91405,Not Available,1.0,Not Available,31437.0
1989.0,1894.8,Multifamily Housing,90038,Not Available,1.0,Not Available,36808.0
