YEAR BUILT,TOTAL WATER USE (kgal),PROPERTY TYPE,POSTAL CODE,OUTDOOR WATER USE (kgal),NUMBER OF BUILDINGS,INDOOR WATER USE (kgal),GROSS BUILDING FLOOR AREA (ft²)
1986.0,2302,Other - Education,90272,Not Available,8.0,Not Available,90000.0
1985.0,4587.1,Multifamily Housing,90006,Not Available,1.0,Not Available,25092.0
1927.0,8729.2,Hotel,90015,Not Available,1.0,Not Available,146191.0
1991.0,852.2,Multifamily Housing,91403,Not Available,1.0,15.8,27328.0
1973.0,4140.5,Multifamily Housing,90034,Not Available,1.0,Not Available,115714.0
1979.0,3465.5,Hotel,90027,Not Available,1.0,Not Available,43560.0
1964.0,2209,Multifamily Housing,91303,Not Available,1.0,Not Available,27604.0
2008.0,5940,Multifamily Housing,90012,Not Available,1.0,5940,226507.0
1963.0,1309.8,Multifamily Housing,90027,Not Available,1.0,Not Available,42487.0
1942.0,842.7,Other,90027,Not Available,1.0,842.7,34200.0
1992.0,3364.7,Retail Store,91604,Not Available,1.0,Not Available,56712.0
1999.0,1499.8,Multifamily Housing,90064,Not Available,1.0,Not Available,42267.0
1962.0,1245.5,Office,90048,Not Available,1.0,Not Available,31130.0
1962.0,215.4,Office,91401,Not Available,1.0,Not Available,20596.0
1944.0,507.2,Office,90038,Not Available,1.0,Not Available,32990.0
1951.0,3330.3,Multifamily Housing,90036,Not Available,1.0,Not Available,45795.0
1969.0,1636,Multifamily Housing,90064,Not Available,1.0,Not Available,33023.0
1977.0,Not Available,Other - Recreation,90044,Not Available,1.0,Not Available,10720.0
1963.0,1068.2,Multifamily Housing,90027,Not Available,1.0,Not Available,32907.0
,,,91406,,,,
1973.0,223.7,Office,91304,Not Available,1.0,Not Available,70635.0
1981.0,630.6,Non-Refrigerated Warehouse,90502,Not Available,1.0,Not Available,45550.0
1958.0,77.8,Manufacturing/Industrial Plant,91342,Not Available,1.0,Not Available,20358.0
1986.0,3061,Multifamily Housing,91406,Not Available,1.0,Not Available,48313.0
1972.0,522.7,Office,91316,Not Available,1.0,Not Available,48590.0
1962.0,Not Available,Multifamily Housing,91401,Not Available,1.0,Not Available,29581.0
1998.0,15.9,Library,90057,Not Available,1.0,Not Available,9273.0
1990.0,1259.5,Police Station,91304,Not Available,1.0,Not Available,53800.0
1990.0,714.3,Fire Station,90028,Not Available,1.0,344.2,32600.0
1971.0,1835.7,Multifamily Housing,91602,Not Available,1.0,Not Available,28336.0
1973.0,2712.4,Multifamily Housing,91344,Not Available,1.0,Not Available,39255.0
1970.0,1788.6,Multifamily Housing,90024,Not Available,1.0,Not Available,40000.0
1970.0,4501,Multifamily Housing,91356,Not Available,1.0,Not Available,38434.0
1980.0,267,Non-Refrigerated Warehouse,91340,Not Available,1.0,267,81000.0
1963.0,329.4,Non-Refrigerated Warehouse,90032,Not Available,1.0,329.4,292359.0
2007.0,1535,Multifamily Housing,90068,Not Available,1.0,Not Available,50184.0
1987.0,1341.4,Multifamily Housing,91406,Not Available,1.0,Not Available,65203.0
2013.0,1821.5,Multifamily Housing,90023,Not Available,1.0,Not Available,20493.0
2009.0,787,Multifamily Housing,90025,Not Available,1.0,Not Available,37270.0
1970.0,2755.1,Office,91367,Not Available,1.0,Not Available,37012.0
1955.0,409.2,Multifamily Housing,90027,Not Available,1.0,Not Available,22881.0
1963.0,5926.1,Multifamily Housing,91343,Not Available,1.0,Not Available,87236.0
1984.0,258.1,Other - Utility,91311,Not Available,1.0,Not Available,61142.0
,,,91352,,,,
2000.0,Not Available,Multifamily Housing,90016,Not Available,1.0,Not Available,50000.0
1953.0,1300.9,Multifamily Housing,90046,Not Available,1.0,Not Available,20044.0
1988.0,4575.8,Multifamily Housing,90038,Not Available,1.0,Not Available,191488.0
2001.0,921.7,Fire Station,90731,Not Available,1.0,444.1,7500.0
1990.0,3434.9,Multifamily Housing,90005,Not Available,1.0,Not Available,63466.0
1971.0,626.9,Multifamily Housing,90020,Not Available,1.0,Not Available,113841.0
1955.0,929,Strip Mall,91411,Not Available,1.0,Not Available,50190.0
1912.0,953,Manufacturing/Industrial Plant,90013,Not Available,1.0,Not Available,30125.0
1979.0,Not Available,Self-Storage Facility,90039,Not Available,26.0,Not Available,200000.0
1995.0,236.6,Library,91343,Not Available,1.0,Not Available,27981.0
1964.0,962.7,Multifamily Housing,91306,Not Available,1.0,Not Available,17256.0
1928.0,982.9,Multifamily Housing,90027,Not Available,1.0,Not Available,30572.0
1978.0,154.8,Non-Refrigerated Warehouse,91324,Not Available,1.0,Not Available,23238.0
1967.0,69523.9,Other,90068,Not Available,1.0,Not Available,17755.0
1985.0,667.2,Distribution Center,91311,Not Available,1.0,667.2,30720.0
1990.0,2317,Office,90025,Not Available,1.0,1116.4,53760.0
1979.0,842.3,Multifamily Housing,91423,Not Available,1.0,Not Available,21032.0
1991.0,2837.4,Office,91601,Not Available,1.0,2837.4,152445.0
1966.0,11394.3,Office,90007,Not Available,1.0,11394.3,299833.0
1982.0,1275.9,Non-Refrigerated Warehouse,90502,Not Available,1.0,Not Available,45360.0
1979.0,408.4,Office,91331,Not Available,1.0,Not Available,56890.0
1984.0,2953.3,Office,90025,Not Available,1.0,Not Available,335070.0
1983.0,3.9,Multifamily Housing,91343,Not Available,2.0,Not Available,60352.0
1980.0,4545.4,Office,90502,Not Available,1.0,0,186032.0
,,,90232,,,,
1970.0,266.1,Other,91352,Not Available,1.0,Not Available,44712.0
1977.0,418.2,Manufacturing/Industrial Plant,91324,Not Available,1.0,Not Available,97211.0
1978.0,2579.3,Multifamily Housing,91335,Not Available,1.0,Not Available,27915.0
1909.0,2741.6,Multifamily Housing,90014,Not Available,1.0,Not Available,44400.0
1976.0,184.8,Non-Refrigerated Warehouse,91311,Not Available,1.0,Not Available,23226.0
1974.0,1663.3,Multifamily Housing,91406,Not Available,1.0,Not Available,28716.0
1978.0,Not Available,Multifamily Housing,91605,Not Available,1.0,Not Available,29664.0
1962.0,2106.5,Multifamily Housing,91356,Not Available,1.0,Not Available,29884.0
2004.0,2,Multifamily Housing,91607,Not Available,1.0,Not Available,28398.0
1979.0,1484.9,Non-Refrigerated Warehouse,91342,Not Available,1.0,Not Available,43844.0
1971.0,2889.6,Multifamily Housing,90006,Not Available,1.0,Not Available,36440.0
1974.0,1923.1,Multifamily Housing,90068,Not Available,1.0,Not Available,100682.0
2000.0,886.4,Medical Office,90020,Not Available,1.0,Not Available,22601.0
1979.0,1682.4,Multifamily Housing,90007,Not Available,1.0,Not Available,82557.0
1985.0,1885.1,Multifamily Housing,91607,Not Available,2.0,Not Available,44190.0
1916.0,2707.2,Multifamily Housing,90057,Not Available,1.0,Not Available,20500.0
1928.0,1636.2,Office,90014,Not Available,1.0,1636.2,100635.0
2008.0,Not Available,Medical Office,91402,Not Available,1.0,Not Available,14740.0
1976.0,12,Parking,90015,Not Available,1.0,Not Available,188125.0
2006.0,11312.8,Multifamily Housing,90066,Not Available,1.0,Not Available,351647.0
1962.0,1229.8,Multifamily Housing,91606,Not Available,1.0,Not Available,20372.0
1961.0,1.1,Multifamily Housing,90027,Not Available,1.0,Not Available,24920.0
2009.0,40,Self-Storage Facility,90062,Not Available,1.0,40,24000.0
1990.0,38.9,Self-Storage Facility,90248,Not Available,8.0,Not Available,46520.0
1959.0,0.9,Other - Services,91402,Not Available,1.0,0.9,25000.0
,,,90058,,,,
1970.0,637.3,Multifamily Housing,90034,Not Available,1.0,Not Available,22978.0
2013.0,919.4,College/University,90089,Not Available,1.0,919.4,50000.0
1986.0,2366.8,Multifamily Housing,90046,Not Available,1.0,Not Available,54344.0
1968.0,8693.4,Office,90010,Not Available,2.0,8693.4,486029.0
1971.0,3064.8,Multifamily Housing,90066,Not Available,1.0,Not Available,69230.0
2009.0,501,Retail Store,91352,Not Available,1.0,501,87287.0
1951.0,5944,Multifamily Housing,90036,Not Available,1.0,Not Available,192306.0
1951.0,2853.8,Multifamily Housing,90036,Not Available,1.0,Not Available,192306.0
1986.0,622.4,Multifamily Housing,90027,Not Available,1.0,Not Available,19305.0
2010.0,54,Self-Storage Facility,91304,Not Available,1.0,54,35987.0
1986.0,3133.6,Multifamily Housing,90006,Not Available,1.0,Not Available,34155.0
1939.0,1126,Fire Station,91401,Not Available,1.0,283.4,17619.0
1972.0,9429.2,Multifamily Housing,90028,Not Available,1.0,Not Available,199784.0
1965.0,3216.6,Supermarket/Grocery Store,91607,Not Available,1.0,Not Available,28360.0
1964.0,2002.5,Multifamily Housing,91335,Not Available,1.0,Not Available,34029.0
1971.0,216.2,Parking,90017,Not Available,1.0,Not Available,310058.0
1980.0,2963.8,Multifamily Housing,91402,Not Available,0.0,Not Available,40000.0
1992.0,8480.6,Financial Office,91311,Not Available,1.0,8480.6,258005.0
1913.0,4498,Multifamily Housing,90017,Not Available,1.0,Not Available,32204.0
1965.0,1795.3,Multifamily Housing,91605,Not Available,1.0,Not Available,35825.0
2010.0,2.3,Multifamily Housing,91601,Not Available,1.0,Not Available,26867.0
1962.0,364.3,Non-Refrigerated Warehouse,91352,Not Available,1.0,Not Available,55400.0
2000.0,431,Office,91304,Not Available,1.0,Not Available,20572.0
1982.0,953.8,Office,91602,Not Available,1.0,Not Available,73954.0
2006.0,9959.8,Multifamily Housing,90031,Not Available,1.0,Not Available,134258.0
1924.0,70.2,Non-Refrigerated Warehouse,90001,Not Available,1.0,70.2,28640.0
1958.0,1402.9,Multifamily Housing,90034,Not Available,1.0,Not Available,27380.0
1975.0,202.7,Library,90011,Not Available,1.0,Not Available,10325.0
1984.0,Not Available,Other - Recreation,90026,Not Available,1.0,Not Available,8680.0
1896.0,466,Other,90012,Not Available,1.0,Not Available,47499.0
2004.0,7.7,Office,90012,Not Available,1.0,Not Available,47000.0
1928.0,2250.1,Multifamily Housing,90020,Not Available,1.0,Not Available,26102.0
1982.0,1476.7,Multifamily Housing,90007,Not Available,1.0,Not Available,25625.0
1951.0,10633.6,Multifamily Housing,90036,Not Available,1.0,Not Available,192306.0
2003.0,1817.4,Multifamily Housing,91367,Not Available,1.0,Not Available,24337.0
1908.0,383.9,Manufacturing/Industrial Plant,90021,Not Available,1.0,Not Available,21384.0
2007.0,1860.6,Office,90044,298,1.0,1562.5,210000.0
1946.0,2303.8,Other,90045,Not Available,1.0,Not Available,56385.0
1969.0,80.4,Multifamily Housing,90066,Not Available,4.0,Not Available,208725.0
1954.0,3137.3,Strip Mall,91345,Not Available,2.0,Not Available,81000.0
1994.0,1987.9,Multifamily Housing,90057,Not Available,1.0,1987.9,24340.0
1990.0,1003.9,Multifamily Housing,91403,Not Available,1.0,Not Available,21230.0
1990.0,53.9,Self-Storage Facility,90248,Not Available,8.0,Not Available,46520.0
1956.0,1293.4,Manufacturing/Industrial Plant,91605,Not Available,1.0,Not Available,122300.0
2013.0,605.2,College/University,90089,Not Available,1.0,605.2,105561.0
1914.0,721.1,Manufacturing/Industrial Plant,90015,Not Available,1.0,Not Available,59535.0
1995.0,294.2,Library,91326,Not Available,1.0,Not Available,12300.0
2015.0,1226.4,Multifamily Housing,90043,Not Available,1.0,Not Available,30628.0
,,,90013,,,,
1974.0,2084.7,Residential Care Facility,90019,Not Available,1.0,2084.7,18144.0
1987.0,1389.9,Non-Refrigerated Warehouse,91311,Not Available,1.0,Not Available,34320.0
1978.0,173,Self-Storage Facility,90016,Not Available,1.0,173,111010.0
1968.0,875.2,Multifamily Housing,90035,Not Available,1.0,Not Available,24712.0
1924.0,2637.7,Mixed Use Property,90007,Not Available,1.0,2637.7,13000.0
1948.0,188.5,Other - Education,90016,Not Available,1.0,Not Available,34149.0
1989.0,713.9,Office,90035,Not Available,1.0,713.9,40777.0
1979.0,3288.4,Multifamily Housing,91605,Not Available,1.0,Not Available,55042.0
1993.0,165.3,Manufacturing/Industrial Plant,90058,Not Available,1.0,Not Available,23324.0
1964.0,1711.5,Multifamily Housing,91607,Not Available,1.0,Not Available,36605.0
1973.0,650.8,Office,90066,Not Available,1.0,Not Available,47000.0
1968.0,112.7,Manufacturing/Industrial Plant,91352,Not Available,1.0,Not Available,34256.0
1957.0,2683.3,Multifamily Housing,90744,Not Available,1.0,Not Available,21252.0
1935.0,401.7,Non-Refrigerated Warehouse,90058,Not Available,1.0,Not Available,200000.0
1964.0,1282.9,Multifamily Housing,91403,Not Available,1.0,Not Available,31505.0
1967.0,124.9,Distribution Center,90021,Not Available,1.0,Not Available,30160.0
1986.0,3519.6,Multifamily Housing,90006,Not Available,1.0,Not Available,65376.0
1985.0,1320.1,Manufacturing/Industrial Plant,90003,1320.1,4.0,Not Available,71836.0
1968.0,9,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,25300.0
1986.0,782.7,Multifamily Housing,91601,Not Available,1.0,Not Available,20052.0
1973.0,2310,Multifamily Housing,90020,Not Available,1.0,Not Available,35857.0
1967.0,41.6,Other,90015,Not Available,1.0,Not Available,152752.0
1990.0,113.8,Police Station,90033,19.2,1.0,Not Available,8615.0
1908.0,614.2,Refrigerated Warehouse,90021,Not Available,1.0,Not Available,83900.0
1956.0,883.4,Office,90045,Not Available,1.0,Not Available,23058.0
1922.0,2625.1,Multifamily Housing,90005,Not Available,1.0,2625.1,23316.0
2009.0,190,Self-Storage Facility,91411,Not Available,1.0,190,91745.0
1986.0,374.8,Office,91406,Not Available,1.0,Not Available,39800.0
1957.0,Not Available,Other - Education,91406,Not Available,1.0,Not Available,42425.0
2002.0,174.6,Library,91331,Not Available,1.0,Not Available,11300.0
1972.0,Not Available,Multifamily Housing,91324,Not Available,1.0,Not Available,48354.0
1955.0,358.8,Other,91605,Not Available,1.0,Not Available,15000.0
1960.0,1050.3,Other - Mall,91607,Not Available,1.0,Not Available,30000.0
1989.0,2516.4,Multifamily Housing,90046,Not Available,1.0,Not Available,36902.0
1959.0,131.7,Distribution Center,90023,Not Available,1.0,Not Available,24088.0
1896.0,1303.4,Other,90012,Not Available,1.0,Not Available,108297.0
2009.0,100,Self-Storage Facility,90001,Not Available,1.0,100,71565.0
1970.0,2431.2,Multifamily Housing,90020,Not Available,1.0,Not Available,34776.0
1979.0,1363.7,Multifamily Housing,91604,Not Available,1.0,Not Available,26932.0
1978.0,62.6,Retail Store,91311,Not Available,1.0,62.6,21122.0
1912.0,2909.9,Multifamily Housing,90006,Not Available,1.0,Not Available,23430.0
1988.0,313.4,Office,91345,Not Available,1.0,Not Available,34256.0
1969.0,9718.7,Multifamily Housing,90005,Not Available,1.0,Not Available,155446.0
2017.0,Not Available,Office,91411,Not Available,2.0,Not Available,53857.0
1963.0,1968.9,Multifamily Housing,91402,Not Available,1.0,Not Available,20435.0
1944.0,902.9,Non-Refrigerated Warehouse,90001,Not Available,1.0,Not Available,94800.0
1991.0,2070.6,Multifamily Housing,90057,Not Available,1.0,Not Available,21466.0
1987.0,1000.9,Fire Station,90036,Not Available,1.0,482.3,7514.0
1976.0,255.8,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,30420.0
1953.0,555.5,Fire Station,90026,Not Available,1.0,267.7,9354.0
1952.0,Not Available,Non-Refrigerated Warehouse,90045,Not Available,1.0,Not Available,24000.0
1991.0,203.6,Mixed Use Property,90015,Not Available,1.0,203.6,27889.0
1996.0,115.6,Library,90019,Not Available,1.0,Not Available,10578.0
1985.0,1880.6,Multifamily Housing,91356,Not Available,1.0,Not Available,44427.0
1965.0,130.9,Non-Refrigerated Warehouse,90710,Not Available,1.0,Not Available,49841.0
1989.0,1646.5,Multifamily Housing,90057,Not Available,1.0,Not Available,8000.0
1958.0,476.7,Office,90020,Not Available,1.0,Not Available,26550.0
1972.0,Not Available,Office,90010,Not Available,2.0,Not Available,202618.0
1957.0,1660.4,Medical Office,90048,Not Available,1.0,Not Available,55488.0
1947.0,1918.8,Multifamily Housing,90028,Not Available,1.0,Not Available,59139.0
1995.0,802,Self-Storage Facility,91406,Not Available,1.0,802,139868.0
1975.0,56.9,Office,91367,Not Available,1.0,Not Available,20500.0
1980.0,474.3,Multifamily Housing,90025,Not Available,1.0,Not Available,31701.0
1983.0,4424.7,Multifamily Housing,91405,Not Available,0.0,Not Available,30972.0
1998.0,5624.6,Manufacturing/Industrial Plant,90032,Not Available,1.0,Not Available,89986.0
1960.0,3036.3,Multifamily Housing,91326,Not Available,1.0,Not Available,46972.0
1969.0,74600.8,Office,91311,Not Available,1.0,Not Available,21420.0
1988.0,1195.4,Multifamily Housing,90232,Not Available,1.0,Not Available,33008.0
1963.0,2397.5,Multifamily Housing,91303,Not Available,1.0,Not Available,29810.0
1980.0,313.4,Non-Refrigerated Warehouse,90023,Not Available,1.0,Not Available,150000.0
1984.0,3159.2,Office,90502,Not Available,1.0,Not Available,236599.0
1968.0,2222.5,Multifamily Housing,90006,Not Available,1.0,Not Available,40997.0
2004.0,1088.4,Multifamily Housing,90232,Not Available,1.0,Not Available,53480.0
1982.0,3219.9,Office,90010,Not Available,1.0,Not Available,320000.0
1989.0,581.2,Parking,90012,Not Available,1.0,Not Available,74043.0
1984.0,1404.1,Multifamily Housing,91403,Not Available,1.0,Not Available,35000.0
2004.0,15535.4,Outpatient Rehabilitation/Physical Therapy,90089,Not Available,1.0,15535.4,243926.0
1964.0,2244.2,Multifamily Housing,91406,Not Available,1.0,Not Available,25604.0
1992.0,4254.2,Multifamily Housing,91411,Not Available,1.0,Not Available,72955.0
1963.0,2057.9,Multifamily Housing,90005,Not Available,1.0,Not Available,38000.0
1943.0,23.9,Other,90023,Not Available,1.0,Not Available,12400.0
1922.0,0,Multifamily Housing,90026,Not Available,2.0,Not Available,86231.0
2003.0,Not Available,Library,91352,Not Available,1.0,Not Available,12500.0
1959.0,2074.3,Multifamily Housing,90028,Not Available,1.0,Not Available,22698.0
1967.0,1356,Multifamily Housing,90005,Not Available,1.0,Not Available,25000.0
1978.0,342.3,Non-Refrigerated Warehouse,91304,Not Available,1.0,Not Available,36000.0
1963.0,1446.5,K-12 School,91343,Not Available,6.0,Not Available,60000.0
1965.0,Not Available,Multifamily Housing,90019,Not Available,1.0,Not Available,22017.0
1990.0,10042.5,Other - Public Services,90058,Not Available,1.0,Not Available,8650.0
1962.0,2731.9,Multifamily Housing,90005,Not Available,1.0,Not Available,30020.0
1950.0,Not Available,Other - Recreation,90033,Not Available,1.0,Not Available,9938.0
1961.0,1949.4,Multifamily Housing,90020,Not Available,1.0,Not Available,21620.0
1925.0,650.9,Retail Store,90015,Not Available,1.0,650.9,43782.0
1951.0,Not Available,K-12 School,91602,Not Available,1.0,Not Available,50853.0
1978.0,1751.2,Multifamily Housing,91356,Not Available,1.0,Not Available,31672.0
1974.0,357.6,Wholesale Club/Supercenter,91324,Not Available,1.0,Not Available,31958.0
1986.0,202,Multifamily Housing,91601,Not Available,1.0,Not Available,22390.0
1959.0,246.1,Other,91605,Not Available,1.0,Not Available,26000.0
,,,90015,,,,
1963.0,2156.9,Multifamily Housing,91604,Not Available,1.0,Not Available,52586.0
1977.0,807.1,Multifamily Housing,91606,Not Available,1.0,Not Available,22494.0
1963.0,89.8,Non-Refrigerated Warehouse,90023,Not Available,1.0,Not Available,33000.0
1988.0,527.6,Non-Refrigerated Warehouse,91352,Not Available,2.0,Not Available,48620.0
1968.0,1100.4,Manufacturing/Industrial Plant,90011,Not Available,2.0,Not Available,185000.0
1964.0,3690.1,Multifamily Housing,91343,Not Available,1.0,Not Available,32296.0
1964.0,1636.5,Multifamily Housing,91324,Not Available,1.0,Not Available,21358.0
,,,91402,,,,
1967.0,1437.8,Multifamily Housing,90049,Not Available,1.0,Not Available,39975.0
1969.0,1642.7,Multifamily Housing,91316,Not Available,2.0,Not Available,35218.0
1975.0,664.7,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,28744.0
1956.0,49.2,Distribution Center,91411,Not Available,1.0,Not Available,4400.0
1971.0,5264.8,Multifamily Housing,91311,Not Available,1.0,Not Available,83094.0
1963.0,1912.6,Multifamily Housing,91405,Not Available,1.0,Not Available,36027.0
1970.0,397.2,Manufacturing/Industrial Plant,91342,Not Available,1.0,Not Available,41500.0
2017.0,38.3,Office,90045,Not Available,1.0,Not Available,32834.0
1970.0,61.5,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,27000.0
1924.0,1076.4,Multifamily Housing,90037,Not Available,1.0,Not Available,22062.0
1952.0,549.4,Office,90064,Not Available,1.0,Not Available,30600.0
1976.0,18,Office,90017,Not Available,1.0,Not Available,18622.0
2017.0,6223.3,Hotel,90028,Not Available,1.0,Not Available,145500.0
1987.0,99.5,Office,90037,Not Available,1.0,Not Available,66000.0
1979.0,888.3,Non-Refrigerated Warehouse,90502,Not Available,1.0,Not Available,50814.0
1976.0,Not Available,Other - Recreation,91311,Not Available,1.0,Not Available,9368.0
1975.0,124.2,Multifamily Housing,90039,Not Available,1.0,Not Available,24681.0
1977.0,Not Available,Other - Recreation,91331,Not Available,1.0,Not Available,10720.0
1988.0,20140.6,Enclosed Mall,90008,Not Available,1.0,Not Available,345918.0
1977.0,179.5,Non-Refrigerated Warehouse,91311,Not Available,1.0,Not Available,25092.0
1922.0,108.4,Retail Store,90028,Not Available,1.0,Not Available,40433.0
1971.0,75,Other - Entertainment/Public Assembly,91331,Not Available,1.0,75,22275.0
1963.0,602.9,Multifamily Housing,90027,Not Available,1.0,Not Available,25540.0
1987.0,3842,Other,91605,Not Available,1.0,3842,80594.0
1980.0,874.1,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,48686.0
1978.0,729.4,Multifamily Housing,91602,Not Available,1.0,Not Available,17644.0
1991.0,2103,Hotel,91311,Not Available,1.0,Not Available,90000.0
1969.0,1885.1,Multifamily Housing,90020,Not Available,1.0,Not Available,34776.0
,,,90064,,,,
1985.0,14280.6,Hospital (General Medical & Surgical),90045,Not Available,1.0,Not Available,21000.0
2009.0,1030.8,Automobile Dealership,91401,Not Available,1.0,Not Available,37915.0
1950.0,2872.5,Other,90021,Not Available,1.0,2872.5,24000.0
1977.0,171.3,Office,91356,Not Available,1.0,Not Available,32256.0
2007.0,1424.4,Fire Station,91402,Not Available,1.0,Not Available,19308.0
1986.0,1707.1,Multifamily Housing,91335,Not Available,1.0,Not Available,32448.0
1929.0,276,Retail Store,90005,Not Available,1.0,Not Available,20518.0
1992.0,1377.3,Office,91311,Not Available,1.0,Not Available,94112.0
1964.0,Not Available,Multifamily Housing,90043,Not Available,1.0,Not Available,20852.0
1972.0,2299.5,Multifamily Housing,91606,Not Available,1.0,Not Available,46350.0
1971.0,338.4,Parking,91324,338.4,1.0,Not Available,444120.0
,,,91307,,,,
,,,91325,,,,
,,,91335,,,,
,,,91605,,,,
1978.0,1707.8,Multifamily Housing,91405,Not Available,1.0,Not Available,23450.0
1966.0,267.1,Parking,90014,Not Available,1.0,Not Available,59004.0
2010.0,323.1,Fire Station,90023,Not Available,1.0,155.7,8200.0
1986.0,745.1,Multifamily Housing,90291,Not Available,1.0,Not Available,28000.0
2009.0,643,Self-Storage Facility,90744,Not Available,1.0,643,125938.0
2008.0,4546.4,Multifamily Housing,90005,Not Available,1.0,Not Available,58176.0
1992.0,1078.7,Multifamily Housing,90036,Not Available,1.0,Not Available,37143.0
1990.0,1151.5,Police Station,90025,Not Available,1.0,554.8,29505.0
1963.0,Not Available,Retail Store,91316,Not Available,1.0,Not Available,35000.0
1988.0,Not Available,Multifamily Housing,90034,Not Available,1.0,Not Available,32000.0
1962.0,Not Available,Other,90015,Not Available,0.0,Not Available,21360.0
2002.0,1692.8,Retail Store,90732,Not Available,15.0,Not Available,47810.0
1970.0,6285.1,Other - Recreation,90031,Not Available,1.0,Not Available,23144.0
1930.0,102.5,Retail Store,90028,Not Available,1.0,Not Available,50000.0
2004.0,5544.6,College/University,90007,Not Available,1.0,5544.6,102797.0
2000.0,914.6,Multifamily Housing,90025,Not Available,1.0,Not Available,24105.0
2000.0,445.8,Library,90018,Not Available,1.0,Not Available,12269.0
1989.0,1330.8,Multifamily Housing,90038,Not Available,1.0,Not Available,36132.0
1998.0,2193.2,Distribution Center,91406,936.6,1.0,1256.7,116695.0
1976.0,1639.7,Multifamily Housing,91356,Not Available,1.0,Not Available,25926.0
1954.0,Not Available,Manufacturing/Industrial Plant,90023,Not Available,1.0,Not Available,18000.0
1985.0,565.5,Distribution Center,90016,Not Available,1.0,Not Available,58377.0
1963.0,998.6,Multifamily Housing,90049,Not Available,1.0,Not Available,42650.0
1970.0,1488.6,Multifamily Housing,91316,Not Available,1.0,Not Available,42657.0
1948.0,448.1,Manufacturing/Industrial Plant,90023,Not Available,1.0,448.1,39000.0
1995.0,833.5,Manufacturing/Industrial Plant,90021,Not Available,1.0,Not Available,46428.0
2003.0,287.2,Library,91364,Not Available,1.0,Not Available,12500.0
1955.0,113,Non-Refrigerated Warehouse,91605,Not Available,1.0,Not Available,21000.0
1995.0,388,Library,91367,Not Available,1.0,Not Available,14053.0
1972.0,9512.2,Multifamily Housing,90039,Not Available,1.0,Not Available,195535.0
2005.0,688.1,Fire Station,91352,Not Available,1.0,331.6,16236.0
1967.0,781,Multifamily Housing,90048,Not Available,1.0,Not Available,28680.0
2004.0,Not Available,Other - Recreation,90744,Not Available,1.0,Not Available,9820.0
1980.0,Not Available,Multifamily Housing,90048,Not Available,1.0,Not Available,29194.0
1991.0,3071,Multifamily Housing,90057,Not Available,1.0,Not Available,7025.0
1990.0,20193,Hotel,90045,Not Available,1.0,20193,597280.0
2015.0,337,K-12 School,90005,Not Available,1.0,Not Available,20200.0
1964.0,3741,Multifamily Housing,91316,Not Available,1.0,Not Available,92160.0
2002.0,8189.9,Office,90094,Not Available,1.0,Not Available,263760.0
1990.0,2399.6,Multifamily Housing,90069,Not Available,1.0,Not Available,81104.0
1902.0,9095.6,Multifamily Housing,90014,Not Available,1.0,Not Available,110520.0
1981.0,197.1,Office,90016,Not Available,1.0,Not Available,21636.0
1923.0,76.3,Manufacturing/Industrial Plant,90021,Not Available,1.0,Not Available,26562.0
1973.0,228.9,Non-Refrigerated Warehouse,91311,Not Available,1.0,Not Available,40560.0
1959.0,1784.1,Multifamily Housing,91343,Not Available,1.0,Not Available,21344.0
1963.0,949.3,Office,91405,Not Available,1.0,Not Available,167393.0
1990.0,1333,Multifamily Housing,90049,Not Available,1.0,Not Available,34650.0
1959.0,2568.8,Multifamily Housing,90008,Not Available,1.0,Not Available,28528.0
1970.0,1318.8,Office,90020,Not Available,1.0,Not Available,80000.0
1940.0,436.6,Self-Storage Facility,91345,Not Available,5.0,Not Available,81332.0
1970.0,2409.5,Multifamily Housing,90020,Not Available,1.0,Not Available,34038.0
1907.0,138.3,Retail Store,90013,Not Available,1.0,138.3,32000.0
1963.0,1488.7,Manufacturing/Industrial Plant,91342,Not Available,1.0,1488.7,85557.0
1981.0,304.2,Mixed Use Property,91311,Not Available,1.0,Not Available,35000.0
1971.0,5157.7,Multifamily Housing,90020,Not Available,1.0,Not Available,36929.0
,,,91325,,,,
1951.0,8863.7,Multifamily Housing,90036,Not Available,1.0,Not Available,192306.0
1995.0,80,Self-Storage Facility,90004,Not Available,1.0,80,91487.0
2018.0,0,Senior Care Community,91325,Not Available,1.0,0,40729.0
1970.0,1844.6,Multifamily Housing,91607,Not Available,0.0,Not Available,63055.0
1971.0,6368.9,Multifamily Housing,91405,Not Available,1.0,Not Available,98624.0
1960.0,1182.9,Multifamily Housing,90027,Not Available,1.0,Not Available,26496.0
1972.0,1312.1,Multifamily Housing,90020,Not Available,1.0,Not Available,79380.0
1924.0,2001.1,Multifamily Housing,90010,Not Available,1.0,Not Available,119770.0
1975.0,1600.8,Multifamily Housing,90049,Not Available,1.0,Not Available,57698.0
1930.0,38.9,Other,90028,Not Available,1.0,Not Available,23436.0
2005.0,3807.6,Office,90028,Not Available,1.0,Not Available,114958.0
